uid,name,location,togo,notification hot checkin,news hot checkin,notification hot spot,news hot spot,viewed checkin,liked,saved,type
U41,Wen Yun,龍山寺,True,False,False,False,False,False,False,False,report togo
U41,Wen Yun,小白宮,True,False,False,False,False,False,False,False,report togo
U16,Yuki,龍山寺,True,False,False,False,False,False,False,False,report togo
U16,Yuki,馬偕銅像,True,False,False,False,False,False,False,False,report togo
U16,Yuki,淡水捷運站,True,False,False,False,False,True,False,False,report togo
U16,Yuki,百葉溫州大餛飩,True,False,False,False,False,False,False,False,report togo
U16,Yuki,三協成博物館,True,False,False,False,False,False,False,False,report togo
U16,Yuki,淡水渡船頭,True,False,False,False,False,False,False,False,report togo
U16,Yuki,淡水老街,True,False,False,False,False,False,False,False,report togo
U09,Blue Jays,淡水渡船頭,False,False,False,False,False,False,False,False,report anywhere
U09,Blue Jays,淡水禮拜堂,False,False,False,False,False,False,False,False,report anywhere
U09,Blue Jays,馬階上岸處,False,False,False,False,False,False,False,False,report anywhere
U09,Blue Jays,淡水紅樓,False,False,False,False,False,False,False,False,report anywhere
U09,Blue Jays,之間茶食器,True,False,False,False,False,False,False,False,report togo
U09,Blue Jays,木下靜涯紀念公園,True,False,False,False,False,False,False,False,report togo
U09,Blue Jays,清水巖,True,False,False,False,False,False,False,False,report togo
U09,Blue Jays,紅毛城,True,False,False,False,False,False,False,False,report togo
U09,Blue Jays,英國領事館,True,False,False,False,False,False,False,False,report togo
U09,Blue Jays,金色水岸,True,False,False,False,False,False,False,False,report togo
U09,Blue Jays,三協成博物館,True,False,False,False,False,False,False,False,report togo
U09,Blue Jays,多田榮吉故居,True,False,False,False,False,False,False,False,report togo
U09,Blue Jays,小白宮,True,False,False,False,False,False,False,False,report togo
U71,wu_ming,淡水捷運站,False,False,False,False,False,True,False,False,report anywhere
U71,wu_ming,真理大學禮拜堂,False,False,False,False,False,False,False,False,report anywhere
U71,wu_ming,福佑宮,False,False,False,False,False,False,False,False,report anywhere
U71,wu_ming,淡水文化園區-殼牌倉庫,False,False,False,False,False,True,False,False,report anywhere
U71,wu_ming,淡水捷運站,False,False,False,False,False,True,False,False,report anywhere
U71,wu_ming,淡水碼頭,False,False,False,False,False,False,False,False,report anywhere
U71,wu_ming,淡江高中,False,False,False,False,False,False,False,False,report anywhere
U71,wu_ming,金色水岸,True,False,False,False,False,False,False,False,report togo
U71,wu_ming,紅毛城,True,False,False,False,False,False,False,False,report togo
U71,wu_ming,紅毛城,True,False,False,False,False,False,False,False,report togo
U71,wu_ming,姑娘樓,True,False,False,False,False,False,False,False,report togo
U71,wu_ming,源味本舖現烤蛋糕,True,False,False,False,False,False,False,False,report togo
U71,wu_ming,真理大學,True,False,False,False,False,False,False,False,report togo
U71,wu_ming,阿媽的酸梅湯,True,False,False,False,False,False,False,False,report togo
U71,wu_ming,淡水渡船頭,True,False,False,False,False,False,False,False,report togo
U71,wu_ming,淡水老街,True,False,False,False,False,False,False,False,report togo
U71,wu_ming,小白宮,True,False,False,False,False,False,False,False,report togo
U71,wu_ming,文化阿給,True,False,False,False,False,False,False,False,report togo
U71,wu_ming,阿婆鐵蛋,True,False,False,False,False,False,False,False,report togo
U71,wu_ming,金色水岸自行車道,True,False,False,False,False,False,False,False,report togo
U47,koko,淡水文化園區-殼牌倉庫,False,False,False,False,True,False,False,False,report anywhere
U25,螯,中正市場,False,False,False,False,False,False,False,False,report anywhere
U25,螯,防災宣導主題館,False,False,False,False,False,False,False,False,report anywhere
U25,螯,福佑宮,False,False,False,False,False,False,False,False,report anywhere
U25,螯,紅毛城,False,False,False,False,False,False,False,False,report anywhere
U25,螯,淡水文化園區-殼牌倉庫,False,False,False,False,False,True,False,False,report anywhere
U25,螯,殼牌文創會館,False,False,False,False,False,False,False,False,report anywhere
U25,螯,淡水老街,True,False,False,False,False,True,False,False,report togo
U25,螯,淡水捷運站,True,False,False,False,False,True,True,False,report togo
U25,螯,真理大學,True,False,False,False,False,True,False,False,report togo
U25,螯,淡水禮拜堂,True,False,False,False,False,True,False,False,report togo
U72,五色鳥,得忌利士洋行,False,False,False,False,False,False,False,False,report anywhere
U72,五色鳥,紅毛城,False,False,False,False,False,False,False,False,report anywhere
U72,五色鳥,淡水禮拜堂,False,False,False,False,False,False,False,False,report anywhere
U72,五色鳥,淡水捷運站,False,False,False,False,False,True,False,False,report anywhere
U72,五色鳥,淡水文化園區-殼牌倉庫,False,False,False,False,False,True,False,False,report anywhere
U72,五色鳥,3D意象彩繪階梯,True,False,False,False,False,False,False,False,report togo
U72,五色鳥,清水巖,True,False,False,False,False,False,False,False,report togo
U72,五色鳥,龍山寺,True,False,False,False,False,False,False,False,report togo
U72,五色鳥,福佑宮,True,False,False,False,False,False,False,False,report togo
U72,五色鳥,源味本舖現烤蛋糕,True,False,False,False,False,False,False,False,report togo
U72,五色鳥,海關碼頭,True,False,False,False,False,False,False,False,report togo
U72,五色鳥,海關碼頭,True,False,False,False,False,False,False,False,report togo
U33,Eloïse,滬尾偕醫館,False,False,False,False,False,False,False,False,report anywhere
U33,Eloïse,多田榮吉故居,False,False,False,False,False,True,True,False,report anywhere
U33,Eloïse,淡水渡船頭,False,False,False,False,False,False,False,False,report anywhere
U33,Eloïse,淡水老街,False,False,False,False,False,False,False,False,report anywhere
U33,Eloïse,真理大學禮拜堂,False,False,False,False,False,False,False,False,report anywhere
U33,Eloïse,淡水禮拜堂,False,False,False,False,False,False,False,False,report anywhere
U33,Eloïse,馬偕上岸處,False,False,False,False,False,False,False,False,report anywhere
U33,Eloïse,藝術工坊,True,False,False,False,False,False,False,False,report togo
U33,Eloïse,小白宮,True,False,False,False,False,False,False,False,report togo
U33,Eloïse,金色水岸,True,False,False,False,False,False,False,False,report togo
U33,Eloïse,藝術穿堂,True,False,False,False,False,False,False,False,report togo
U33,Eloïse,藝術穿堂,True,False,False,False,False,False,False,False,report togo
U33,Eloïse,紅毛城,True,False,False,False,False,False,False,False,report togo
U33,Eloïse,阿媽的酸梅湯,True,False,False,False,False,False,False,False,report togo
U33,Eloïse,阿媽的酸梅湯,True,False,False,False,False,False,False,False,report togo
U36,yor,阿婆鐵蛋,True,False,False,False,False,False,False,False,report togo
U36,yor,清水巖,True,False,False,False,False,False,False,False,report togo
U36,yor,海關碼頭,True,False,False,False,False,False,False,False,report togo
U36,yor,合益魚酥,True,False,False,False,False,False,False,False,report togo
U36,yor,福佑宮,True,False,False,False,False,False,False,False,report togo
U36,yor,許義魚酥,True,False,False,False,False,False,False,False,report togo
U36,yor,淡水捷運站,True,False,False,False,False,False,False,False,report togo
U36,yor,阿媽的酸梅湯,True,False,False,False,False,True,False,False,report togo
U36,yor,淡水老街,True,False,False,False,False,False,False,False,report togo
U36,yor,白樓故事牆,True,False,False,False,False,False,False,False,report togo
U36,yor,淡水文化園區-殼牌倉庫,True,False,False,False,False,True,False,False,report togo
U36,yor,馬偕銅像,True,False,False,False,False,False,False,False,report togo
U36,yor,小白宮,True,False,False,False,False,False,False,False,report togo
U36,yor,金色水岸,True,False,False,False,False,False,False,False,report togo
U36,yor,紅毛城,True,False,False,False,False,False,False,False,report togo
U36,yor,淡水渡船頭,True,False,False,False,False,False,False,False,report togo
U59,李靜佳,滬尾偕醫館,False,False,False,False,False,False,False,False,report anywhere
U59,李靜佳,魚丸店,False,False,False,False,False,False,False,False,report anywhere
U59,李靜佳,馬偕銅像,False,False,False,False,False,False,False,False,report anywhere
U59,李靜佳,新建成餅店,False,False,False,False,False,False,False,False,report anywhere
U59,李靜佳,合益魚酥,True,False,False,False,False,False,False,False,report togo
U59,李靜佳,淡水老街,True,False,False,False,False,False,False,False,report togo
U59,李靜佳,阿媽的酸梅湯,True,False,False,False,False,False,False,False,report togo
U59,李靜佳,合益魚酥,True,False,False,False,False,False,False,False,report togo
U59,李靜佳,阿婆鐵蛋,True,False,False,False,False,False,False,False,report togo
U59,李靜佳,阿婆鐵蛋,True,False,False,False,False,False,False,False,report togo
U13,廷,木下靜涯紀念公園,True,False,False,False,False,False,False,False,report togo
U13,廷,馬偕租屋處,True,False,False,False,False,False,False,False,report togo
U13,廷,重建街戀愛巷,True,False,False,False,False,False,False,False,report togo
U13,廷,馬偕上岸處,True,False,False,False,False,False,False,False,report togo
U13,廷,三協成博物館,True,False,False,False,False,False,False,False,report togo
U13,廷,淡水老街,True,False,False,False,False,False,False,False,report togo
U13,廷,馬偕租屋處,True,False,False,False,False,False,False,False,report togo
U13,廷,許義魚酥,True,False,False,False,False,False,False,False,report togo
U13,廷,三協成博物館,True,False,False,False,False,False,False,False,report togo
U13,廷,白樓故事牆,True,False,False,False,False,False,False,False,report togo
U13,廷,蒸汽火車BK20,True,False,False,False,False,False,False,False,report togo
U13,廷,白樓故事牆,True,False,False,False,False,False,False,False,report togo
U13,廷,多田榮吉故居,True,False,False,False,False,False,False,False,report togo
U13,廷,馬偕銅像,True,False,False,False,False,False,False,False,report togo
U13,廷,3D意象彩繪階梯,True,False,False,False,False,False,False,False,report togo
U05,阿桓,三協成博物館,False,False,False,False,False,False,False,False,report anywhere
U05,阿桓,阿婆鐵蛋,False,False,False,False,False,False,False,False,report anywhere
U05,阿桓,英國領事館,True,False,False,False,False,False,False,False,report togo
U05,阿桓,藝術工坊,True,False,False,False,False,False,False,False,report togo
U05,阿桓,信不信由你搜奇博物館,True,False,False,False,False,False,False,False,report togo
U05,阿桓,重建街戀愛巷,True,False,False,False,False,False,False,False,report togo
U05,阿桓,藝術工坊,True,False,False,False,False,False,False,False,report togo
U69,Bella,福佑宮,False,False,False,False,False,False,False,False,report anywhere
U69,Bella,藝術工坊,False,False,False,False,False,False,False,False,report anywhere
U69,Bella,福佑宮,False,False,False,False,False,False,False,False,report anywhere
U69,Bella,滬尾偕醫館,False,False,False,False,False,False,False,False,report anywhere
U69,Bella,信不信由你搜奇博物館,False,False,False,False,False,False,False,False,report anywhere
U69,Bella,阿婆鐵蛋,False,False,False,False,False,False,False,False,report anywhere
U69,Bella,金色水岸,False,False,False,False,False,True,False,False,report anywhere
U69,Bella,淡水捷運站,True,False,False,False,False,True,False,False,report togo
U69,Bella,淡水禮拜堂,False,False,False,False,False,False,False,False,report togo
U69,Bella,阿媽的酸梅湯,False,False,False,False,False,False,False,False,report togo
U69,Bella,淡水老街,True,False,False,False,False,False,False,False,report togo
U69,Bella,淡水渡船頭,False,False,False,False,False,False,False,False,report togo
U69,Bella,淡水捷運站,True,False,False,False,False,True,False,False,report togo
U69,Bella,3D意象彩繪階梯,True,False,False,False,False,False,False,False,report togo
U69,Bella,馬偕租屋處,True,False,False,False,False,False,False,False,report togo
U69,Bella,三協成博物館,False,False,False,False,False,False,False,False,report togo
U69,Bella,馬偕銅像,True,False,False,False,False,False,False,False,report togo
U69,Bella,紅毛城,True,False,False,False,False,False,False,False,report togo
U44,iceman,淡水捷運站,True,False,False,False,False,True,False,False,report togo
U44,iceman,重建街戀愛巷,True,False,False,False,False,False,False,False,report togo
U44,iceman,藝術穿堂,True,False,False,False,False,False,False,False,report togo
U44,iceman,紅樓中餐廳,True,False,False,False,False,False,False,False,report togo
U44,iceman,桂橡花園,True,False,False,False,False,False,False,False,report togo
U44,iceman,藝術工坊,True,False,False,False,False,False,False,False,report togo
U44,iceman,淡水文化園區-殼牌倉庫,True,False,False,False,False,True,False,False,report togo
U44,iceman,淡水老街,True,False,False,False,False,False,False,False,report togo
U44,iceman,金色水岸,True,False,False,False,False,False,False,False,report togo
U44,iceman,馬偕銅像,True,False,False,False,False,False,False,False,report togo
U44,iceman,白樓故事牆,True,False,False,False,False,False,False,False,report togo
U44,iceman,3D意象彩繪階梯,True,False,False,False,False,False,False,False,report togo
U44,iceman,蒸汽火車BK20,True,False,False,False,False,False,False,False,report togo
U44,iceman,淡水渡船頭,True,False,False,False,False,False,False,False,report togo
U44,iceman,得忌利士洋行,True,False,False,False,False,False,False,False,report togo
U44,iceman,金色水岸自行車道,True,False,False,False,False,False,False,False,report togo
U44,iceman,木下靜涯紀念公園,True,False,False,False,False,False,False,False,report togo
U44,iceman,馬偕租屋處,True,False,False,False,False,False,False,False,report togo
U44,iceman,多田榮吉故居,True,False,False,False,False,False,False,False,report togo
U68,Shawn,三協成博物館,False,False,False,False,False,True,False,False,report anywhere
U68,Shawn,信不信由你搜奇博物館,False,False,False,False,False,False,False,False,report anywhere
U68,Shawn,滬尾偕醫館,False,False,False,False,False,False,False,False,report anywhere
U68,Shawn,馬偕銅像,True,False,False,False,False,False,False,False,report togo
U68,Shawn,阿媽的酸梅湯,True,False,False,False,False,False,False,False,report togo
U68,Shawn,福佑宮,True,False,False,False,False,False,False,False,report togo
U68,Shawn,紅毛城,False,False,False,False,False,False,False,False,report togo
U68,Shawn,淡水捷運站,True,False,False,False,False,True,False,False,report togo
U68,Shawn,紅毛城,False,False,False,False,False,False,False,False,report togo
U68,Shawn,淡水禮拜堂,True,False,False,False,False,False,False,False,report togo
U68,Shawn,淡水老街,True,False,False,False,False,False,False,False,report togo
U68,Shawn,淡水渡船頭,True,False,False,False,False,False,False,False,report togo
U68,Shawn,馬偕上岸處,True,False,False,False,False,False,False,False,report togo
U68,Shawn,淡水老街,True,False,False,False,False,False,False,False,report togo
U68,Shawn,馬偕租屋處,True,False,False,False,False,True,False,False,report togo
U68,Shawn,淡水捷運站,True,False,False,False,False,True,False,False,report togo
U68,Shawn,淡水渡船頭,True,False,False,False,False,False,False,False,report togo
U68,Shawn,3D意象彩繪階梯,True,False,False,False,False,True,False,False,report togo
U81,阿群,合益魚酥,True,False,False,False,False,False,False,False,report togo
U81,阿群,淡水禮拜堂,True,False,False,False,False,True,True,False,report togo
U81,阿群,許義魚酥,True,False,False,False,False,False,False,False,report togo
U81,阿群,百葉溫州大餛飩,True,False,False,False,False,False,False,False,report togo
U81,阿群,三協成博物館,True,False,False,False,False,False,False,False,report togo
U81,阿群,淡水渡船頭,True,False,False,False,False,False,False,False,report togo
U81,阿群,馬偕上岸處,True,False,False,False,False,False,False,False,report togo
U81,阿群,淡水老街,True,False,False,False,False,True,True,True,report togo
U81,阿群,淡水捷運站,True,False,False,False,False,True,True,True,report togo
U81,阿群,滬尾偕醫館,True,False,False,False,False,False,False,False,report togo
U81,阿群,淡水文化園區-殼牌倉庫,True,False,False,False,False,False,False,False,report togo
U81,阿群,蒸汽火車BK20,True,False,False,False,False,True,True,False,report togo
U81,阿群,馬偕銅像,True,False,False,False,False,True,True,True,report togo
U81,阿群,金色水岸自行車道,True,False,False,False,False,False,False,False,report togo
U81,阿群,金色水岸,True,False,False,False,False,False,False,False,report togo
U81,阿群,阿媽的酸梅湯,True,False,False,False,False,False,False,False,report togo
U81,阿群,蒸汽火車BK20,True,False,False,False,False,True,True,False,report togo
U81,阿群,淡水渡船頭,True,False,False,False,False,False,False,False,report togo
U81,阿群,海風餐廳,True,False,False,False,False,False,False,False,report togo
U81,阿群,可口魚丸,True,False,False,False,False,False,False,False,report togo
U81,阿群,馬偕上岸處,True,False,False,False,False,False,False,False,report togo
U81,阿群,阿婆鐵蛋,True,False,False,False,False,False,False,False,report togo
U81,阿群,福佑宮,True,False,False,False,False,False,False,False,report togo
U81,阿群,三協成博物館,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,老牌阿給,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,木下靜涯紀念公園,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,清水巖,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,淡水老街,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,小白宮,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,英國領事館,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,之間茶食器,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,淡水禮拜堂,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,海關碼頭,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,理學堂大書院,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,文化阿給,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,阿婆鐵蛋,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,清水巖,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,真理大學禮拜堂,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,教士會館,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,真理大學,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,藝術工坊,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,馬偕故居(馬偕紀念館),True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,紅毛城,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,阿媽的酸梅湯,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,藝術穿堂,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,福佑宮,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,多田榮吉故居,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,馬偕租屋處,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,紅樓中餐廳,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,得忌利士洋行,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,姑娘樓,True,False,False,False,False,False,False,False,report togo
U43,趙熙寧,牧師樓,True,False,False,False,False,False,False,False,report togo
U62,Mike Lin,滬尾之役體驗館,False,False,False,False,False,False,False,False,report anywhere
U12,陳小毛,馬偕銅像,False,False,False,False,False,False,False,False,report anywhere
U12,陳小毛,三協成餅鋪,False,False,False,False,False,False,False,False,report anywhere
U12,陳小毛,淡水教會,False,False,False,False,False,False,False,False,report anywhere
U12,陳小毛,彌賽亞特賣會,False,False,False,False,False,False,False,False,report anywhere
U12,陳小毛,新建成餅舖,False,False,False,False,False,False,False,False,report anywhere
U12,陳小毛,陳澄波戶外美術館,False,False,False,False,False,False,False,False,report anywhere
U12,陳小毛,淡水渡船頭,False,False,False,False,False,False,False,False,report anywhere
U12,陳小毛,LoMa飾品店,False,False,False,False,False,False,False,False,report anywhere
U12,陳小毛,老虎堂,False,False,False,False,False,False,False,False,report anywhere
U12,陳小毛,原味現烤蛋糕,False,False,False,False,False,False,False,False,report anywhere
U12,陳小毛,淡水美食廣場,False,False,False,False,False,False,False,False,report anywhere
U12,陳小毛,滬尾偕醫館,False,False,False,False,False,False,False,False,report anywhere
U12,陳小毛,藝術牆面,False,False,False,False,False,False,False,False,report anywhere
U12,陳小毛,7-11超商,False,False,False,False,False,False,False,False,report anywhere
U12,陳小毛,淡水捷運站,True,False,False,False,False,False,False,False,report togo
U12,陳小毛,淡水老街,True,False,False,False,False,False,False,False,report togo
U12,陳小毛,許義魚酥,True,False,False,False,False,False,False,False,report togo
U12,陳小毛,福佑宮,True,False,False,False,False,False,False,False,report togo
U12,陳小毛,阿婆鐵蛋,True,False,False,False,False,False,False,False,report togo
U40,U40,李圓圓,False,False,False,False,False,False,False,False,report anywhere
U40,U40,淡水榕樹道,False,False,False,False,False,False,False,False,report anywhere
U40,U40,海苔甜玉米,False,False,False,False,False,False,False,False,report anywhere
U40,U40,許義魚酥,True,False,False,False,False,False,False,False,report togo
U18,鋼鐵油條,阿媽的酸梅湯,False,False,False,False,False,False,False,False,report anywhere
U18,鋼鐵油條,福佑宮,False,False,False,False,False,False,False,False,report anywhere
U18,鋼鐵油條,登峯魚丸博物館,False,False,False,False,False,False,False,False,report anywhere
U18,鋼鐵油條,許義魚酥,False,False,False,False,False,False,False,False,report anywhere
U18,鋼鐵油條,淡水捷運站,False,False,False,False,False,True,False,False,report anywhere
U18,鋼鐵油條,小白宮,False,False,False,False,False,False,False,False,report anywhere
U18,鋼鐵油條,馬偕銅像,False,False,False,False,False,False,False,False,report anywhere
U18,鋼鐵油條,真理大學禮拜堂,False,False,False,False,False,False,False,False,report anywhere
U18,鋼鐵油條,滬尾偕醫館,False,False,False,False,False,False,False,False,report anywhere
U18,鋼鐵油條,百葉溫州大餛飩,False,False,False,False,False,False,False,False,report anywhere
U18,鋼鐵油條,紅毛城,True,False,False,False,False,False,False,False,report togo
U18,鋼鐵油條,淡水老街,True,False,False,False,False,False,False,False,report togo
U18,鋼鐵油條,紅毛城,True,False,False,False,False,False,False,False,report togo
U18,鋼鐵油條,可口魚丸,True,False,False,False,False,False,False,False,report togo
U18,鋼鐵油條,源味本舖現烤蛋糕,True,False,False,False,False,False,False,False,report togo
U18,鋼鐵油條,文化阿給,True,False,False,False,False,False,False,False,report togo
U18,鋼鐵油條,淡水文化園區-殼牌倉庫,True,False,False,False,False,True,False,False,report togo
U18,鋼鐵油條,金色水岸,True,False,False,False,False,False,False,False,report togo
U18,鋼鐵油條,海關碼頭,True,False,False,False,False,False,False,False,report togo
U76,佑瑜,好好travel souvenir,False,False,False,False,False,False,False,False,report anywhere
U76,佑瑜,蒸汽火車BK20,False,False,False,False,False,False,False,False,report anywhere
U76,佑瑜,龍山寺,True,False,False,False,False,False,False,False,report togo
U76,佑瑜,淡水渡船頭,True,False,False,False,False,False,False,False,report togo
U76,佑瑜,文化阿給,True,False,False,False,False,False,False,False,report togo
U76,佑瑜,淡水捷運站,True,False,False,False,False,True,True,False,report togo
U76,佑瑜,阿媽的酸梅湯,True,False,False,False,False,False,False,False,report togo
U76,佑瑜,淡水捷運站,True,False,False,False,False,True,True,False,report togo
U76,佑瑜,信不信由你搜奇博物館,True,False,False,False,False,False,False,False,report togo
U56,tingyu,文化阿給,False,False,False,False,False,False,False,False,report anywhere
U56,tingyu,多田榮吉故居,False,False,False,False,False,False,False,False,report anywhere
U56,tingyu,真理大學禮拜堂,True,False,False,False,False,False,False,False,report togo
U56,tingyu,馬偕上岸處,True,False,False,False,False,True,False,False,report togo
U56,tingyu,馬偕銅像,True,False,False,False,False,False,False,False,report togo
U56,tingyu,真理大學,True,False,False,False,False,False,False,False,report togo
U56,tingyu,滬尾偕醫館,True,False,False,False,False,True,False,False,report togo
U56,tingyu,牧師樓,True,False,False,False,False,False,False,False,report togo
U56,tingyu,馬偕租屋處,True,False,False,False,False,True,False,False,report togo
U56,tingyu,淡水禮拜堂,True,False,False,False,False,False,False,False,report togo
U56,tingyu,馬偕故居(馬偕紀念館),True,False,False,False,False,False,False,False,report togo
U56,tingyu,理學堂大書院,True,False,False,False,False,False,False,False,report togo
U56,tingyu,姑娘樓,True,False,False,False,False,False,False,False,report togo
U56,tingyu,得忌利士洋行,True,False,False,False,False,True,False,False,report togo
U56,tingyu,教士會館,True,False,False,False,False,False,False,False,report togo
U56,tingyu,藝術穿堂,True,False,False,False,False,False,False,False,report togo
U28,bruno,信不信由你搜奇博物館,False,False,False,False,False,False,False,False,report anywhere
U28,bruno,阿媽的酸梅湯,True,False,False,False,False,False,False,False,report togo
U28,bruno,龍山寺,True,False,False,False,False,False,False,False,report togo
U28,bruno,福佑宮,True,False,False,False,False,False,False,False,report togo
U28,bruno,淡水老街,True,False,False,False,False,False,False,False,report togo
U28,bruno,淡水捷運站,True,False,False,False,False,True,False,False,report togo
U28,bruno,清水巖,True,False,False,False,False,False,False,False,report togo
U28,bruno,源味本舖現烤蛋糕,True,False,False,False,False,False,False,False,report togo
U28,bruno,福佑宮,True,False,False,False,False,False,False,False,report togo
U28,bruno,淡水渡船頭,True,False,False,False,False,False,False,False,report togo
