uid,name,location,togo,notification hot checkin,news hot checkin,notification hot spot,news hot spot,viewed checkin,liked,saved,type
t7wEJIgbhUROkUO9yraKzaC2hem2,史丹,阿媽的酸梅湯,True,False, False, False, False, False,False,False,report togo
0yUOyN6Gy0az0tRMYuEMq9REaI53,marvin,滬尾偕醫館,False,False, False, False, False, False,False,False,report anywhere
0yUOyN6Gy0az0tRMYuEMq9REaI53,marvin,淡水捷運站,False,False, False, False, False, False,False,False,report anywhere
0yUOyN6Gy0az0tRMYuEMq9REaI53,marvin,阿婆鐵蛋,False,False, False, False, False, False,False,False,report anywhere
0yUOyN6Gy0az0tRMYuEMq9REaI53,marvin,淡水老街,False,False, False, False, False, False,False,False,report anywhere
0yUOyN6Gy0az0tRMYuEMq9REaI53,marvin,淡水捷運站,False,False, False, False, False, True,False,True,report saved
0yUOyN6Gy0az0tRMYuEMq9REaI53,marvin,淡水捷運站,False,False, False, False, False, True,False,True,report saved
0yUOyN6Gy0az0tRMYuEMq9REaI53,marvin,淡水禮拜堂,True,False, False, False, False, False,False,False,report togo
0yUOyN6Gy0az0tRMYuEMq9REaI53,marvin,滬尾偕醫館,True,False, False, False, False, False,False,False,report togo
0yUOyN6Gy0az0tRMYuEMq9REaI53,marvin,福佑宮,True,False, False, False, False, False,False,False,report togo
nz8TD4R5e5UmBTKYoIpcADLhevF3,Irene,天仁茗茶,False,False, False, False, False, False,False,False,report anywhere
nz8TD4R5e5UmBTKYoIpcADLhevF3,Irene,藝術工坊,False,False, False, False, False, False,False,False,report anywhere
nz8TD4R5e5UmBTKYoIpcADLhevF3,Irene,雪文洋行,False,False, False, False, False, False,False,False,report anywhere
nz8TD4R5e5UmBTKYoIpcADLhevF3,Irene,老街尾吧,False,False, False, False, False, False,False,False,report anywhere
nz8TD4R5e5UmBTKYoIpcADLhevF3,Irene,齊柏林壁畫,False,False, False, False, False, False,False,False,report anywhere
nz8TD4R5e5UmBTKYoIpcADLhevF3,Irene,滬尾偕醫館,False,False, False, False, False, True,True,True,report saved
